Peningkatan Suhu Rata - Rata ° C,Tahun,lat,lon,PCA Emisi 1,PCA Emisi 2,PCA Emisi 3,Konversi Hutan Bersih,LN Penggunaan Energi Di Pertanian,LN Total Populasi,Ratio Pria dan Wanita
0.5361666666666667,1990,33.7680065,66.2385139,-18217.568127968956,-3135.4595303666288,1708.4704673434505,0.0,7.222056677451042,16.185267825982926,1.0003699679541913
0.0206666666666666,1991,33.7680065,66.2385139,-18202.30787815443,-3130.6830578244726,1683.9995928217695,0.0,7.417539368539633,16.18996663005058,1.0001397935448515
-0.2595833333333333,1992,33.7680065,66.2385139,-18190.467636122266,-3123.352014765747,1663.0528031644312,0.0,5.748638497531811,16.305191874202382,0.999926189334475
0.1019166666666666,1993,33.7680065,66.2385139,-18201.59363690889,-3111.28835402739,1626.6121087725255,0.0,5.742071151034015,16.454836422949253,1.0005031343038597
0.3722499999999999,1994,33.7680065,66.2385139,-18203.110436958028,-3095.2207437087013,1572.2458873138794,0.0,7.989104921868168,16.55347897891043,1.0014713621793876
0.2855833333333333,1995,33.7680065,66.2385139,-18201.24767241336,-3091.7380505956485,1547.559774554196,0.0,8.481339355963794,16.613944399135487,1.0024418725901572
0.0365833333333333,1996,33.7680065,66.2385139,-18193.35800737068,-3074.908617051737,1473.6363459740694,0.0,7.8338910133903505,16.654974678091964,1.003719390199921
0.4151666666666667,1997,33.7680065,66.2385139,-18167.630608074433,-3057.8845103472495,1389.075801052552,0.0,6.995787035207764,16.694080728043588,1.005061340461711
0.8908333333333335,1998,33.7680065,66.2385139,-18142.273300304132,-3047.9063659708754,1325.2225445677545,0.0,7.159719713740831,16.732909977877476,1.0062868920957764
1.0585,1999,33.7680065,66.2385139,-18143.762220882105,-3066.5402425470083,1340.354592160533,0.0,7.2668421937791,16.773688772724697,1.0075846510633206
0.9756666666666668,2000,33.7680065,66.2385139,-18177.549098471052,-3087.1596574844834,1456.8532981216879,0.0,7.209376676058056,16.788126854135154,1.009036302185722
1.4089166666666666,2001,33.7680065,66.2385139,-18227.911523519255,-3104.38359444246,1572.3532613607142,0.0,7.5408193954317975,16.795552022100583,1.0104461621502179
1.0841666666666667,2002,33.7680065,66.2385139,-18119.992016945293,-3013.1884917173493,1252.387912273592,0.0,6.721466952951809,16.86004523370805,1.011893690922303
0.6793333333333332,2003,33.7680065,66.2385139,-18075.498088168806,-2969.071403079413,1117.900412295446,0.0,7.716725718311845,16.935455375737604,1.0133215418300379
1.3988333333333334,2004,33.7680065,66.2385139,-18018.59178970737,-2899.0382792027876,911.5439478025547,0.0,8.024797750307018,16.974787152622334,1.0147039238034954
0.4573333333333333,2005,33.7680065,66.2385139,-17992.70604671237,-2890.4441208379226,881.9281043930606,0.0,7.04380920733649,17.01055219169296,1.0159399313870592
1.4773333333333332,2006,33.7680065,66.2385139,-17964.058057732662,-2863.426206821057,813.4478561424565,0.0,5.841536082837056,17.051949013011214,1.016960644566327
0.7864999999999999,2007,33.7680065,66.2385139,-17929.331781375295,-2826.9212321618884,716.0352632136255,0.0,7.058422051331036,17.069880970285936,1.0181234778354138
0.8358333333333333,2008,33.7680065,66.2385139,-17841.970893013935,-2771.3077039760337,508.60095149326787,0.0,5.7452815519042035,17.089904265069357,1.0191633802438107
0.8974166666666666,2009,33.7680065,66.2385139,-17781.23768495929,-2728.1394214031775,380.11340792421623,0.0,6.743768072092481,17.12551722316976,1.0199630738528107
1.52925,2010,33.7680065,66.2385139,-17639.710088807722,-2681.624006629774,170.24184467530887,0.0,7.035207611505887,17.154466227690925,1.0208671477662492
1.2545833333333334,2011,33.7680065,66.2385139,-17382.583085556213,-2662.958888636594,18.015961562633535,0.0,7.0177645504113855,17.191361310714,1.0215225440816926
0.3441666666666667,2012,33.7680065,66.2385139,-17283.166038962623,-2646.393789452103,-26.004111980200886,0.0,6.5675669100865175,17.23213755517692,1.0220165784705801
1.2909166666666667,2013,33.7680065,66.2385139,-17120.269816116568,-2631.1002927520535,-82.96488948482653,0.0,8.105781684470243,17.26680547104098,1.0225676942656632
0.4686666666666666,2014,33.7680065,66.2385139,-17072.867272746764,-2592.10295920477,-207.84780226670398,0.0,8.47668335233707,17.303381231694015,1.022975551870384
0.7357499999999999,1990,5.7587654,-73.9151617,-17917.34268400443,-3357.1542034544777,2657.3044099624685,0.0,5.771068779675493,15.00793645258305,1.036299804160644
-0.4615,1991,5.7587654,-73.9151617,-17772.743071860565,-3346.7531976592654,2423.096183626708,0.0,5.273962684352757,15.010063736588148,1.0296598345087693
0.31825,1992,5.7587654,-73.9151617,-18122.163126184496,-3312.833170578351,2326.983970526572,0.0,5.094567045012788,15.010565415345338,1.0228761031331952
0.2705,1993,5.7587654,-73.9151617,-18099.665683818133,-3311.6601518329812,2318.323442866131,0.0,4.842996614348252,15.009648154810092,1.016076276802702
1.2026666666666668,1994,5.7587654,-73.9151617,-18127.548402921606,-3297.5008265260476,2253.3595701075806,0.0,4.553397829500193,15.007612886137405,1.0095125496964072
-0.0388333333333333,1995,5.7587654,-73.9151617,-18093.11712134324,-3301.406484103738,2276.1908981531924,0.0,5.070704467562166,15.004683583850598,1.0033181616896274
-0.1459166666666666,1996,5.7587654,-73.9151617,-18343.380509540282,-3245.922510764166,2334.362692040362,0.0,5.030066610635062,15.00070749369686,0.9976715527622603
0.0874166666666667,1997,5.7587654,-73.9151617,-18411.1074203209,-3244.643681180264,2337.879079848568,0.0,4.742917055989673,14.99530920777722,0.9925722201400677
0.5823333333333334,1998,5.7587654,-73.9151617,-18414.292980265047,-3243.770002208658,2340.2282773520565,0.0,4.957367419929609,14.988666152586024,0.9883486162905292
0.9410833333333332,1999,5.7587654,-73.9151617,-18370.26179023278,-3242.66688612716,2336.02190440842,0.0,5.543727174596399,14.981239292065927,0.9852639512585417
1.1191666666666666,2000,5.7587654,-73.9151617,-18339.521364904213,-3239.9697615341565,2330.6189000445756,0.0,5.513692017957535,14.973026773215238,0.9832725536623933
1.0385,2001,5.7587654,-73.9151617,-18409.64578450104,-3230.357426160487,2299.727622525941,0.0,5.548943780423524,14.96405902054839,0.9825770763511819
0.8756666666666666,2002,5.7587654,-73.9151617,-18387.041625434773,-3232.7935238325613,2309.809597977305,0.0,5.646476402856529,14.954481053619826,0.9831201045795454
0.9353333333333332,2003,5.7587654,-73.9151617,-18081.674265112008,-3263.086301020562,2397.5942094036413,0.0,4.359565000349771,14.944649141866659,0.9846903123345686
0.5704166666666667,2004,5.7587654,-73.9151617,-18066.695614296135,-3261.1492760052683,2394.2238906698303,0.0,5.6958134730066785,14.934782296293903,0.9869731164413557
0.0732499999999999,2005,5.7587654,-73.9151617,-18094.52158541468,-3256.2762425335973,2382.7253320394284,0.0,5.610451534863482,14.924942106787809,0.9896470754956512
0.3608333333333333,2006,5.7587654,-73.9151617,-18074.28466997951,-3258.047073412523,2384.8780414784687,0.0,6.133037674384044,14.915251209791167,0.9924842008335113
1.1725833333333333,2007,5.7587654,-73.9151617,-17897.80553212035,-3268.3647959720342,2418.7264522461587,0.0,5.559209008777925,14.90611890034323,0.9954486816732331
1.1739166666666667,2008,5.7587654,-73.9151617,-17858.172076784376,-3272.375024364354,2437.1239256057524,0.0,5.478604355010803,14.897888106849033,0.9983988105836927
0.99275,2009,5.7587654,-73.9151617,-17790.642597868344,-3285.143649295425,2480.7087305154523,0.0,5.466823934308263,14.890697605587306,1.0010686328600849
1.0785,2010,5.7587654,-73.9151617,-17510.07967210276,-3303.3483627177457,2529.455466343431,0.0,5.461490507003149,14.884830998755351,1.0033040018648185
1.0705,2011,5.7587654,-73.9151617,-17374.807791275245,-3322.752663450327,2585.735959858525,0.0,5.670829438514641,14.880446786772891,1.0049324040838867
1.3545833333333333,2012,5.7587654,-73.9151617,-17307.21235035986,-3324.6294566377937,2588.2195324217214,0.0,5.499605008023489,14.877525250098564,1.0059286097729123
1.3974166666666663,2013,5.7587654,-73.9151617,-17212.17861949321,-3322.0011534012074,2578.8477557631463,0.0,5.584046533320261,14.875733654336459,1.0063972256681295
1.29025,2014,5.7587654,-73.9151617,-17263.24987453367,-3315.7215785498884,2560.628330352761,0.0,5.700838144366751,14.874724144306636,1.006513284679658
1.0055833333333333,1990,28.0000272,2.9999825,-11706.038252871109,-2615.386470569441,173.56703530464222,684.9333,4.2708687913833865,17.054897543373407,1.0336895905966317
0.0091666666666666,1991,28.0000272,2.9999825,-11153.984497345205,-2536.987181986539,-25.491596478992836,684.9333,4.388703047745612,17.07874410967774,1.0335334244875842
-0.2090833333333333,1992,28.0000272,2.9999825,-10862.08479728635,-2508.52586516224,-112.68269772632584,684.9333,4.45309185735699,17.1019815900416,1.0332389141161644
0.4998333333333333,1993,28.0000272,2.9999825,-10707.381076167798,-2442.883002244465,-315.34708412388693,684.9333,4.398957495333863,17.124385319285427,1.0329119096189232
0.7169166666666666,1994,28.0000272,2.9999825,-11229.509048044769,-2348.8610361974115,-595.8096435285996,684.9333,4.336837043156021,17.145462747855106,1.0325050872637613
0.7949166666666666,1995,28.0000272,2.9999825,-11223.40606002564,-2303.206041028148,-745.1951161269166,684.9333,4.323272683935754,17.164643224963736,1.0318947570978734
0.7940833333333334,1996,28.0000272,2.9999825,-11452.459329239697,-2239.1651445355064,-923.5620390542543,684.9333,4.328575751206213,17.18227638545527,1.0342740732724103
1.00825,1997,28.0000272,2.9999825,-10498.274736385561,-2302.549476121724,-749.9816016080093,684.9333,4.457501618469854,17.199087982571555,1.0398500439132001
